Year,Order entered,PlotID,Replicate,Species,PercentCover,Notes,RLB Notes,EHL Notes
2015,115,EAGL-117,QE,THUPLI-Thuja plicata,T,,,
2015,116,EAGL-117,QE,MOSS-Moss spp,85,,,
2015,117,EAGL-117,QS,VACPAR-Vaccinium parvifolium,1,,,
2015,118,EAGL-117,QS,VACALA-Vaccinium alaskaense,3,,,
2015,119,EAGL-117,QS,LINBOR-Linnaea borealis,4,,,
2015,120,EAGL-117,QS,CORUNA-Cornus unalaschkensis,1,,,
2015,121,EAGL-117,QS,CHIUMB-Chimaphila umbellata,1,,,
2015,122,EAGL-117,QS,RUBLAS-Rubus lasiococcus,T,,,
2015,123,EAGL-117,QS,VIOSEM-Viola sempervirens,1,,,
2015,124,EAGL-117,QS,TSUHET-Tsuga heterophylla,T,,,
2015,125,EAGL-117,QS,ABIAMA-Abies amabilis,T,,,
2015,126,EAGL-117,QS,THUPLI-Thuja plicata,T,,,
2015,127,EAGL-117,QS,MOSS-Moss spp,90,,,
2015,128,EAGL-117,QW,CORUNA-Cornus unalaschkensis,1,,,
2015,129,EAGL-117,QW,CHIMEN-Chimaphila menziesii,T,,,
2015,130,EAGL-117,QW,PSEMEN-Pseudotsuga menziesii,T,,,
2015,131,EAGL-117,QW,TSUHET-Tsuga heterophylla,T,,,
2015,132,EAGL-117,QW,ABIAMA-Abies amabilis,T,,,
2015,133,EAGL-117,QW,MOSS-Moss spp,90,,,
2015,134,EAGL-117,ALL,GAUSHA-Gaultheria shallon,present,,,
2015,135,EAGL-117,ALL,MAHNER-Mahonia nervosa,present,,,
2015,136,EAGL-117,ALL,CORMAC-Corallorhiza maculata,present,,,
2015,137,EAGL-117,ALL,RUBPED-Rubus pedatus,present,,,
2015,138,EAGL-117,ALL,XERTEN-Xerophyllum tenax,present,,,
2015,139,EAGL-119,QN,VACMEM-Vaccinium membranaceum,20,,,
2015,140,EAGL-119,QN,CALNOO-Callitropsis nootkatensis,T,,,
2015,141,EAGL-119,QN,RUBLAS-Rubus lasiococcus,4,,,
2015,142,EAGL-119,QN,MOSS-Moss spp,T,,,
2015,143,EAGL-119,QE,VACMEM-Vaccinium membranaceum,17,,,
2015,144,EAGL-119,QE,ABIAMA-Abies amabilis,1,,,
2015,145,EAGL-119,QE,CALNOO-Callitropsis nootkatensis,T,,,
2015,146,EAGL-119,QE,TSUMER-Tsuga mertensiana,T,,,
2015,147,EAGL-119,QE,CLIUNI-Clintonia uniflora,T,,,
2015,148,EAGL-119,QE,MOSS-Moss spp,5,,,
2015,149,EAGL-119,QS,RUBPED-Rubus pedatus,1,,,
2015,150,EAGL-119,QS,VACMEM-Vaccinium membranaceum,30,,,
2015,151,EAGL-119,QS,MOSS-Moss spp,10,,,
2015,152,EAGL-119,QS,ABIAMA-Abies amabilis,T,,,
2015,153,EAGL-119,QS,TSUMER-Tsuga mertensiana,T,,,
2015,154,EAGL-119,QW,VACMEM-Vaccinium membranaceum,10,,,
2015,155,EAGL-119,QW,CLIUNI-Clintonia uniflora,T,,,
2015,156,EAGL-119,QW,VACALA-Vaccinium alaskaense,15,,,
2015,157,EAGL-119,QW,XERTEN-Xerophyllum tenax,4,,,
2015,158,EAGL-119,QW,ABIAMA-Abies amabilis,T,,,
2015,159,EAGL-119,QW,MOSS-Moss spp,1,,,
2015,160,EAGL-119,ALL,RHOALB-Rhododendron albiflorum,present,,,
2015,161,EAGL-119,ALL,MENFER-Menziesia ferruginea,present,,,
2015,162,EAGL-119,ALL,SORSIT-Sorbus sitchensis,present,,,
2015,163,EAGL-119,ALL,ERYMON-Erythronium montanum,present,,,
2015,164,EAGL-002,QN,VACALA-Vaccinium alaskaense,50,,,
2015,165,EAGL-002,QN,PSEMEN-Pseudotsuga menziesii,T,,,
2015,166,EAGL-002,QN,LINBOR-Linnaea borealis,7,,,
2015,167,EAGL-002,QN,MOSS-Moss spp,85,,,
2015,168,EAGL-002,QN,TSUHET-Tsuga heterophylla,T,,,
2015,169,EAGL-002,QE,ABIAMA-Abies amabilis,1,,,
2015,170,EAGL-002,QE,VACALA-Vaccinium alaskaense,13,,,
2015,171,EAGL-002,QE,TIATRI-Tiarella trifoliata,4,,,
2015,172,EAGL-002,QE,CHIUMB-Chimaphila umbellata,5,,,
2015,173,EAGL-002,QE,CORUNA-Cornus unalaschkensis,2,,,
2015,174,EAGL-002,QE,MAIDIL-Maianthemum dilatatum,T,,,
2015,175,EAGL-002,QE,MOSS-Moss spp,5,,,
2015,176,EAGL-002,QE,LINBOR-Linnaea borealis,3,,,
2015,177,EAGL-002,QS,VACALA-Vaccinium alaskaense,15,,,
2015,178,EAGL-002,QS,CORUNA-Cornus unalaschkensis,1,,,
2015,179,EAGL-002,QS,TSUHET-Tsuga heterophylla,2,,,
2015,180,EAGL-002,QS,ABIAMA-Abies amabilis,T,,,
2015,181,EAGL-002,QS,MOSS-Moss spp,70,,,
2015,182,EAGL-002,QW,VACALA-Vaccinium alaskaense,1,,,
2015,183,EAGL-002,QW,VACPAR-Vaccinium parvifolium,3,,,
2015,184,EAGL-002,QW,ABIAMA-Abies amabilis,1,,,
2015,185,EAGL-002,QW,PSEMEN-Pseudotsuga menziesii,T,,,
2015,186,EAGL-002,QW,TSUHET-Tsuga heterophylla,T,,,
2015,187,EAGL-002,QW,CORUNA-Cornus unalaschkensis,T,,,
2015,188,EAGL-002,QW,MOSS-Moss spp,60,,,
2015,189,EAGL-002,ALL,RUBNIV-Rubus nivalis,present,,,
2015,190,EAGL-002,ALL,MAHNER-Mahonia nervosa,present,,,
2015,191,EAGL-002,ALL,GOOOBL-Goodyera oblongifolia,present,,,
2015,192,EAGL-002,ALL,CHIMEN-Chimaphila menziesii,present,,,
2015,193,EAGL-002,ALL,RUBLAS-Rubus lasiococcus,present,,,
2015,194,EAGL-002,ALL,RUBURS-Rubus ursinus,present,,,
2015,195,RAMP-093,QN,XERTEN-Xerophyllum tenax,20,,,
2015,196,RAMP-093,QN,GAUSHA-Gaultheria shallon,15,,,
2015,197,RAMP-093,QN,MAHNER-Mahonia nervosa,10,,,
2015,198,RAMP-093,QN,CHIUMB-Chimaphila umbellata,2,,,
2015,199,RAMP-093,QN,LINBOR-Linnaea borealis,2,,,
2015,200,RAMP-093,QN,VACPAR-Vaccinium parvifolium,T,,,
2015,201,RAMP-093,QN,GOOOBL-Goodyera oblongifolia,T,,,
2015,202,RAMP-093,QN,TSUHET-Tsuga heterophylla,T,,,
2015,203,RAMP-093,QN,UNKFOR-Unknown 1 2015,T,,,
2015,204,RAMP-093,QN,LILCOL-Lilium columbianum,1,,,
2015,205,RAMP-093,QN,MOSS-Moss spp,30,,,
2015,206,RAMP-093,QE,VACMEM-Vaccinium membranaceum,1,,,
2015,207,RAMP-093,QE,MAHNER-Mahonia nervosa,7,,,
2015,208,RAMP-093,QE,GAUSHA-Gaultheria shallon,15,,,
2015,209,RAMP-093,QE,TSUHET-Tsuga heterophylla,T,,,
2015,210,RAMP-093,QS,GAUSHA-Gaultheria shallon,15,,,
2015,211,RAMP-093,QS,MAHNER-Mahonia nervosa,8,,,
2015,212,RAMP-093,QS,VACPAR-Vaccinium parvifolium,1,,,
2015,213,RAMP-093,QS,LINBOR-Linnaea borealis,4,,,
2015,214,RAMP-093,QS,RUBURS-Rubus ursinus,1,,,
2015,215,RAMP-093,QS,CHIUMB-Chimaphila umbellata,T,,,
2015,216,RAMP-093,QS,MOSS-Moss spp,20,,,
2015,217,RAMP-093,QS,TSUHET-Tsuga heterophylla,T,,,
2015,218,RAMP-093,QS,XERTEN-Xerophyllum tenax,10,,,
2015,219,RAMP-093,QS,VACALA-Vaccinium alaskaense,2,,,
2015,220,RAMP-093,QW,MENFER-Menziesia ferruginea,T,,,
2015,221,RAMP-093,QW,GAUOVA-Gaultheria ovatifolia,1,,,
2015,222,RAMP-093,QW,PYRASA-Pyrola asarifolia,T,,,
2015,223,RAMP-093,QW,VACPAR-Vaccinium parvifolium,1,,,
2015,224,RAMP-093,QW,MAHNER-Mahonia nervosa,15,,,
2015,225,RAMP-093,QW,XERTEN-Xerophyllum tenax,20,,,
2015,226,RAMP-093,QW,GOOOBL-Goodyera oblongifolia,1,,,
2015,227,RAMP-093,QW,MOSS-Moss spp,35,,,
2015,228,RAMP-093,QW,TSUHET-Tsuga heterophylla,T,,,
2015,229,RAMP-093,QW,GAUSHA-Gaultheria shallon,1,,,
2015,230,RAMP-093,ALL,CHIMEN-Chimaphila menziesii,present,,,
2015,231,RAMP-093,ALL,VACSCO-Vaccinium scoparium,present,,,
2015,232,RAMP-507,QN,XERTEN-Xerophyllum tenax,5,,,
2015,233,RAMP-507,QN,ABIAMA-Abies amabilis,T,germ,,
2015,234,RAMP-507,QN,MOSS-Moss spp,2,,,
2015,235,RAMP-507,QE,TSUHET-Tsuga heterophylla,T,germ,,
2015,236,RAMP-507,QS,XERTEN-Xerophyllum tenax,7,,,
2015,237,RAMP-507,QS,TSUHET-Tsuga heterophylla,T,germ,,
2015,238,RAMP-507,QW,TSUHET-Tsuga heterophylla,T,germ,,
2015,239,RAMP-507,QW,MOSS-Moss spp,1,,,
2015,240,RAMP-507,ALL,VACPAR-Vaccinium parvifolium,present,,,
2015,241,RAMP-507,ALL,CHIMEN-Chimaphila menziesii,present,,,
2015,242,RAMP-507,ALL,VACMEM-Vaccinium membranaceum,present,,,
2015,243,S PU-222,QN,STRROS-Streptopus roseus var curvipes,3,,,
2015,244,S PU-222,QN,VACALA-Vaccinium alaskaense,4,EG form plus adult,,
2015,245,S PU-222,QN,MOSS-Moss spp,75,,,
2015,246,S PU-222,QN,ABIAMA-Abies amabilis,T,2nd yr +,,
2015,247,S PU-222,QE,TSUHET-Tsuga heterophylla,1,2nd yr +,,
2015,248,S PU-222,QE,ABIAMA-Abies amabilis,T,2nd yr +,,
2015,249,S PU-222,QE,VACMEM-Vaccinium membranaceum,10,,,
2015,250,S PU-222,QE,MOSS-Moss spp,70,,,
2015,251,S PU-222,QE,LISCOR-Listera cordata,T,,,
2015,252,S PU-222,QS,CLIUNI-Clintonia uniflora,2,,,
2015,253,S PU-222,QS,MOSS-Moss spp,60,,,
2015,254,S PU-222,QS,VACPAR-Vaccinium parvifolium,9,,,
2015,255,S PU-222,QS,RUBPED-Rubus pedatus,T,,,
2015,256,S PU-222,QS,CALNOO-Callitropsis nootkatensis,T,germ,,
2015,257,S PU-222,QS,ABIAMA-Abies amabilis,T,2nd yr +,,
2015,258,S PU-222,QW,VACALA-Vaccinium alaskaense,7,,,
2015,259,S PU-222,QW,TIATRI-Tiarella trifoliata,8,,,
2015,260,S PU-222,QW,STRROS-Streptopus roseus var curvipes,15,,,
2015,261,S PU-222,QW,GYMDRY-Gymnocarpium dryopteris,6,,,
2015,262,S PU-222,QW,DISHOO-Disporum hookeri,10,,,
2015,263,S PU-222,QW,ACHTRI-Achlys triphylla,1,,,
2015,264,S PU-222,QW,LISCOR-Listera cordata,T,,,
2015,265,S PU-222,QW,VACPAR-Vaccinium parvifolium,2,EG form plus adult,,
2015,266,S PU-222,QW,CLIUNI-Clintonia uniflora,8,,,
2015,267,S PU-222,QW,MOSS-Moss spp,60,,,
2015,268,S PU-222,QW,TRIOVA-Trillium ovatum,T,,,
2015,269,S PU-222,QW,RUBPED-Rubus pedatus,1,,,
2015,270,S PU-222,QW,VIOORB-Viola orbiculata,T,,,
2015,271,S PU-222,ALL,GOOOBL-Goodyera oblongifolia,present,,,
2015,272,S PU-222,ALL,SORSIT-Sorbus sitchensis,present,,,
2015,273,ROUN-053,QN,VACALA-Vaccinium alaskaense,60,,,
2015,274,ROUN-053,QN,CLIUNI-Clintonia uniflora,5,,,
2015,275,ROUN-053,QN,RUBLAS-Rubus lasiococcus,1,,,
2015,276,ROUN-053,QN,MOSS-Moss spp,10,,,
2015,277,ROUN-053,QN,STRROS-Streptopus roseus var curvipes,1,,,
2015,278,ROUN-053,QW,ACHTRI-Achlys triphylla,10,,,
2015,279,ROUN-053,QW,CLIUNI-Clintonia uniflora,4,,,
2015,280,ROUN-053,QW,STRROS-Streptopus roseus var curvipes,3,,,
2015,281,ROUN-053,QW,CORUNA-Cornus unalaschkensis,2,,,
2015,282,ROUN-053,QS,MOSS-Moss spp,1,,,
2015,283,ROUN-053,QS,VACALA-Vaccinium alaskaense,1,,,
2015,284,ROUN-053,QS,ACHTRI-Achlys triphylla,1,,,
2015,285,ROUN-053,QS,STRROS-Streptopus roseus var curvipes,1,,,
2015,286,ROUN-053,QS,CLIUNI-Clintonia uniflora,T,,,
2015,287,ROUN-053,QS,MOSS-Moss spp,75,,,
2015,288,ROUN-053,QS,TSUHET-Tsuga heterophylla,T,2nd yr +,,
2015,289,ROUN-053,QS,CORUNA-Cornus unalaschkensis,T,,,
2015,290,ROUN-053,QS,ABIAMA-Abies amabilis,T,2nd yr +,,
2015,291,ROUN-053,QW,MOSS-Moss spp,30,,,
2015,292,ROUN-053,QW,VACALA-Vaccinium alaskaense,50,,,
2015,293,ROUN-053,QW,STRROS-Streptopus roseus var curvipes,1,,,
2015,294,ROUN-053,QW,CLIUNI-Clintonia uniflora,T,,,
2015,295,ROUN-053,ALL,MENFER-Menziesia ferruginea,present,,,
2015,296,ROUN-053,ALL,RUBPED-Rubus pedatus,present,,,
2015,297,BELO-417,QN,VACMEM-Vaccinium membranaceum,20,,,
2015,298,BELO-417,QN,VACALA-Vaccinium alaskaense,15,,,
2015,299,BELO-417,QN,ERYMON-Erythronium montanum,2,,,
2015,300,BELO-417,QN,MOSS-Moss spp,25,,,
2015,301,BELO-417,QN,CLIUNI-Clintonia uniflora,3,,,
2015,302,BELO-417,QN,ABIAMA-Abies amabilis,T,,,
2015,303,BELO-417,QE,VACMEM-Vaccinium membranaceum,60,,,
2015,304,BELO-417,QE,XERTEN-Xerophyllum tenax,10,,,
2015,305,BELO-417,QE,ERYMON-Erythronium montanum,5,,,
2015,306,BELO-417,QE,CLIUNI-Clintonia uniflora,3,,,
2015,307,BELO-417,QE,MOSS-Moss spp,1,,,
2015,308,BELO-417,QS,VACMEM-Vaccinium membranaceum,1,,,
2015,309,BELO-417,QS,VACALA-Vaccinium alaskaense,5,,,
2015,310,BELO-417,QS,STRROS-Streptopus roseus var curvipes,5,,,
2015,311,BELO-417,QS,ORTSEC-Orthilia secunda,1,2nd yr +,,
2015,312,BELO-417,QS,RUBPED-Rubus pedatus,2,,,
2015,313,BELO-417,QS,MENFER-Menziesia ferruginea,3,,,
2015,314,BELO-417,QS,ERYMON-Erythronium montanum,2,,,
2015,315,BELO-417,QS,RUBLAS-Rubus lasiococcus,1,,,
2015,316,BELO-417,QS,ABIAMA-Abies amabilis,T,,,
2015,317,BELO-417,QS,MOSS-Moss spp,15,,,
2015,318,BELO-417,QS,GOOOBL-Goodyera oblongifolia,T,,,
2015,319,BELO-417,QW,ERYMON-Erythronium montanum,3,,,
2015,320,BELO-417,QW,VACALA-Vaccinium alaskaense,70,,,
2015,321,BELO-417,QW,VACMEM-Vaccinium membranaceum,5,,,
2015,322,BELO-417,QW,GOOOBL-Goodyera oblongifolia,T,,,
2015,323,BELO-417,QW,STRROS-Streptopus roseus var curvipes,4,,,
2015,324,BELO-417,QW,CLIUNI-Clintonia uniflora,5,,,
2015,325,BELO-417,QW,MOSS-Moss spp,10,,,
2015,326,BELO-417,QW,ABIAMA-Abies amabilis,T,,,
2015,327,BELO-417,QW,RUBLAS-Rubus lasiococcus,2,,,
2015,328,BELO-417,QW,RUBPED-Rubus pedatus,4,,,
2015,329,BELO-417,ALL,VERVIR-Veratrum viride,present,,,
2015,330,BELO-417,ALL,VALSIT-Valeriana sitchensis,present,,,
2015,331,BELO-417,ALL,ARNLAT-Arnica latifolia,present,,,
2015,332,BELO-417,ALL,TIATRI-Tiarella trifoliata,present,,,
2015,333,BELO-417,ALL,CORMAC-Corallorhiza maculata,present,,,
2015,334,BELO-417,ALL,SORSIT-Sorbus sitchensis,present,,,
2015,335,ABOV-418,QN,VACMEM-Vaccinium membranaceum,4,,,
2015,336,ABOV-418,QN,ERYMON-Erythronium montanum,4,,,
2015,337,ABOV-418,QN,ABIAMA-Abies amabilis,T,,,
2015,338,ABOV-418,QN,XERTEN-Xerophyllum tenax,12,,,
2015,339,ABOV-418,QN,MOSS-Moss spp,T,,,
2015,340,ABOV-418,QE,VACMEM-Vaccinium membranaceum,20,,,
2015,341,ABOV-418,QE,MOSS-Moss spp,T,,,
2015,342,ABOV-418,QE,XERTEN-Xerophyllum tenax,1,,,
2015,343,ABOV-418,QS,XERTEN-Xerophyllum tenax,70,,,
2015,344,ABOV-418,QS,VACMEM-Vaccinium membranaceum,15,,,
2015,345,ABOV-418,QS,ERYMON-Erythronium montanum,10,,,
2015,346,ABOV-418,QS,ABIAMA-Abies amabilis,T,2nd yr +,,
2015,347,ABOV-418,QW,MOSS-Moss spp,T,,,
2015,348,ABOV-418,ALL,CORMAC-Corallorhiza maculata,present,,,
2015,349,ABOV-418,ALL,MENFER-Menziesia ferruginea,present,,,
2015,350,ABOV-418,ALL,RHOALB-Rhododendron albiflorum,present,,,
2015,351,SOUT-223,QN,VACALA-Vaccinium alaskaense,20,,,
2015,352,SOUT-223,QN,MOSS-Moss spp,70,,,
2015,353,SOUT-223,QN,RUBPED-Rubus pedatus,T,,,
2015,354,SOUT-223,QE,MOSS-Moss spp,45,,,
2015,355,SOUT-223,QE,ABIAMA-Abies amabilis,T,2nd yr +,,
2015,356,SOUT-223,QE,CHIUMB-Chimaphila umbellata,T,,,
2015,357,SOUT-223,QS,MOSS-Moss spp,40,,,
2015,358,SOUT-223,QS,VACALA-Vaccinium alaskaense,1,,,
2015,359,SOUT-223,QS,TSUHET-Tsuga heterophylla,T,2nd yr +,,
2015,360,SOUT-223,QS,ABIAMA-Abies amabilis,T,2nd yr +,,
2015,361,SOUT-223,QW,VACALA-Vaccinium alaskaense,3,,,
2015,362,SOUT-223,QW,MOSS-Moss spp,50,,,
2015,363,SOUT-223,QW,ABIAMA-Abies amabilis,T,,,
2015,364,SOUT-223,QW,TSUHET-Tsuga heterophylla,T,2nd yr +,,
2015,365,SOUT-223,QW,VACPAR-Vaccinium parvifolium,2,,,
2015,366,TAHO-270,QN,MOSS-Moss spp,30,,,
2015,367,TAHO-270,QN,VACPAR-Vaccinium parvifolium,3,,,
2015,368,TAHO-270,QN,CHIMEN-Chimaphila menziesii,1,,,
2015,369,TAHO-270,QE,MOSS-Moss spp,15,,,
2015,370,TAHO-270,QE,TSUHET-Tsuga heterophylla,T,germ,,
2015,371,TAHO-270,QE,CHIMEN-Chimaphila menziesii,T,,,
2015,372,TAHO-270,QE,GOOOBL-Goodyera oblongifolia,T,,,
2015,373,TAHO-270,QS,MOSS-Moss spp,60,,,
2015,374,TAHO-270,QS,VACPAR-Vaccinium parvifolium,2,,,
2015,375,TAHO-270,QW,TIATRI-Tiarella trifoliata,1,,,
2015,376,TAHO-270,QW,MOSS-Moss spp,25,,,
2015,377,TAHO-270,ALL,ORTSEC-Orthilia secunda,present,,,
2015,378,TAHO-270,ALL,POLMUN-Polystichum munitum,present,,,
2015,379,TAHO-270,ALL,GOOOBL-Goodyera oblongifolia,present,,,
2015,380,TAHO-270,ALL,OSMORH-Osmorhiza spp,present,,,
2015,381,TAHO-270,ALL,MONHYP-Monotropa hypoitys,present,,,
2015,382,TAHO-270,ALL,MONUNI-Monotropa uniflora,present,,,
2015,383,TAHO-055,QN,ACHTRI-Achlys triphylla,2,,,
2015,384,TAHO-055,QN,TIATRI-Tiarella trifoliata,1,,,
2015,385,TAHO-055,QN,VIOSEM-Viola sempervirens,8,,,
2015,386,TAHO-055,QN,MAHNER-Mahonia nervosa,5,,,
2015,387,TAHO-055,QN,PSEMEN-Pseudotsuga menziesii,T,germ,,
2015,388,TAHO-055,QN,MOSS-Moss spp,30,,,
2015,389,TAHO-055,QE,CHIMEN-Chimaphila menziesii,3,,,
2015,390,TAHO-055,QE,VIOSEM-Viola sempervirens,2,,,
2015,391,TAHO-055,QE,TRIOVA-Trillium ovatum,T,,,
2015,392,TAHO-055,QE,PSEMEN-Pseudotsuga menziesii,T,germ,,
2015,393,TAHO-055,QS,GOOOBL-Goodyera oblongifolia,1,,,
2015,394,TAHO-055,QS,MAHNER-Mahonia nervosa,5,,,
2015,395,TAHO-055,QS,VIOSEM-Viola sempervirens,4,,,
2015,396,TAHO-055,QS,CHIMEN-Chimaphila menziesii,T,,,
2015,397,TAHO-055,QS,MOSS-Moss spp,5,,,
2015,398,TAHO-055,QW,CHIMEN-Chimaphila menziesii,1,,,
2015,399,TAHO-055,QW,VIOSEM-Viola sempervirens,3,,,
2015,400,TAHO-055,QW,MOSS-Moss spp,3,,,
2015,401,TAHO-055,ALL,TRILAT-Trientalis latifolia,present,,,
2015,402,TAHO-055,ALL,MONUNI-Monotropa uniflora,present,,,
2015,403,TAHO-055,ALL,CAMSCO-Campanula scouleri,present,,,
2015,404,TAHO-055,ALL,POLMUN-Polystichum munitum,present,,,
2015,405,TAHO-055,ALL,STRAMP-Streptopus amplexifolius,present,,,
2015,406,SHRI-502,QN,PTEAQU-Pteridium aquilinum,45,,,
2015,407,SHRI-502,QN,LUPLAT-Lupinus latifolius,15,,,
2015,408,SHRI-502,QN,RUBLAS-Rubus lasiococcus,20,,,
2015,409,SHRI-502,QN,FRAVES-Fragaria vesca,10,,,
2015,410,SHRI-502,QN,HIEALB-Hieracium albiflorum,3,,,
2015,411,SHRI-502,QN,CAMSCO-Campanula scouleri,10,Col# 17,,
2015,412,SHRI-502,QN,MOEMAC-Moehringia macrophylla,1,,,
2015,413,SHRI-502,QN,ANAMAR-Anaphalis margaritacea,1,,,
2015,414,SHRI-502,QN,ARCUVA-Arctostaphylos uva-ursi,1,,,
2015,415,SHRI-502,QN,FESIDA-Festuca idahoensis,1,Col# 16,,
2015,416,SHRI-502,QN,BROCAR-Bromus carinatus,1,Col# 19,,
2015,417,SHRI-502,QN,GALORE-Galium oreganum,T,,,
2015,418,SHRI-502,QN,FRAVIR-Fragaria virginiana,5,,,
2015,419,SHRI-502,QN,GALTRI-Galium triflorum,T,,,
2015,420,SHRI-502,QN,TRISET-Trisetum spp,T,Col# 24,,
2015,421,SHRI-502,QE,VACMEM-Vaccinium membranaceum,8,,,
2015,422,SHRI-502,QE,FRAVIR-Fragaria virginiana,2,,,
2015,423,SHRI-502,QE,FRAVES-Fragaria vesca,3,,,
2015,424,SHRI-502,QE,RUBLAS-Rubus lasiococcus,5,,,
2015,425,SHRI-502,QE,LUPLAT-Lupinus latifolius,8,,,
2015,426,SHRI-502,QE,PTEAQU-Pteridium aquilinum,20,,,
2015,427,SHRI-502,QE,HIEALB-Hieracium albiflorum,2,,,
2015,428,SHRI-502,QE,UNKPOA-unknown grass 1 2015,T,,,
2015,429,SHRI-502,QE,FESIDA-Festuca idahoensis,1,Col# 16,,
2015,430,SHRI-502,QE,LILCOL-Lilium columbianum,T,,,
2015,431,SHRI-502,QE,ERYMON-Erythronium montanum,T,,,
2015,432,SHRI-502,QE,MOEMAC-Moehringia macrophylla,T,,,
2015,433,SHRI-502,QE,CORUNA-Cornus unalaschkensis,T,,,
2015,434,SHRI-502,QS,PTEAQU-Pteridium aquilinum,40,,,
2015,435,SHRI-502,QS,ACHTRI-Achlys triphylla,7,,,
2015,436,SHRI-502,QS,RUBLAS-Rubus lasiococcus,4,,,
2015,437,SHRI-502,QS,FRAVIR-Fragaria virginiana,5,,,
2015,438,SHRI-502,QS,MOEMAC-Moehringia macrophylla,T,,,
2015,439,SHRI-502,QS,HIEALB-Hieracium albiflorum,1,,,
2015,440,SHRI-502,QS,ANAMAR-Anaphalis margaritacea,T,,,
2015,441,SHRI-502,QS,PSEMEN-Pseudotsuga menziesii,T,2nd yr +,,
2015,442,SHRI-502,QS,VEROFF-Veronica officinalis,1,Col# 18,,
2015,443,SHRI-502,QS,LUPLAT-Lupinus latifolius,2,,,
2015,444,SHRI-502,QS,FESIDA-Festuca idahoensis,1,,,
2015,445,SHRI-502,QS,PAXMYR-Paxistima myrsinites,T,,,
2015,446,SHRI-502,QS,BROCAR-Bromus carinatus,T,,,
2015,447,SHRI-502,QW,MOSS-Moss spp,10,,,
2015,448,SHRI-502,QW,PTEAQU-Pteridium aquilinum,60,,,
2015,449,SHRI-502,QW,FRAVIR-Fragaria virginiana,10,,,
2015,450,SHRI-502,QW,RUBLAS-Rubus lasiococcus,5,,,
2015,451,SHRI-502,QW,MOEMAC-Moehringia macrophylla,3,,,
2015,452,SHRI-502,QW,HIEALB-Hieracium albiflorum,2,,,
2015,453,SHRI-502,QW,CAMSCO-Campanula scouleri,1,,,
2015,454,SHRI-502,QW,RUMACE-Rumex acetocella,2,,,
2015,455,SHRI-502,QW,UNKPOA-unknown grass 3 2015,T,Col Hairy with flower Col#24,,
2015,456,SHRI-502,QW,VACMEM-Vaccinium membranaceum,2,,,
2015,457,SHRI-502,QW,AGROST-Agrostis sp,2,Agrostis Scabra Col#23,,
2015,458,SHRI-502,QW,UNKFOR-Unknown 5 2015,T,Annual Col#20,,"Was "" UNKOW5-unknown plant 5"". "
2015,459,SHRI-502,QW,BROMUS-Bromus spp,1,Annual Col#20,,
2015,460,SHRI-502,ALL,TRISPI-Trisetum spicatum,present,Trisetumspicatum? Col #21,,
2015,461,SHRI-502,ALL,XERTEN-Xerophyllum tenax,present,,,
2015,462,SHRI-502,ALL,CARHOO-Carex hoodii,present,Col# 255,,
2015,463,SHRI-502,ALL,EPILOB-Epilobium spp,present,Col# 22,,
2015,464,SHRI-502,ALL,DISHOO-Disporum hookeri,present,,,
2015,465,SHRI-501,QN,ACHTRI-Achlys triphylla,40,,,
2015,466,SHRI-501,QN,MAHNER-Mahonia nervosa,8,,,
2015,467,SHRI-501,QN,ACECIR-Acer circinatum,T,,,
2015,468,SHRI-501,QN,TSUHET-Tsuga heterophylla,T,2nd yr +,,
2015,469,SHRI-501,QN,MAISTE-Maianthemum stellatum,3,,,
2015,470,SHRI-501,QN,PAXMYR-Paxistima myrsinites,T,,,
2015,471,SHRI-501,QN,RUBURS-Rubus ursinus,2,,,
2015,472,SHRI-501,QN,CHIMEN-Chimaphila menziesii,T,,,
2015,473,SHRI-501,QN,GALTRI-Galium triflorum,T,,,
2015,474,SHRI-501,QN,VIOSEM-Viola sempervirens,1,,,
2015,475,SHRI-501,QN,MOSS-Moss spp,10,,,
2015,476,SHRI-501,QE,DISHOO-Disporum hookeri,1,,,
2015,477,SHRI-501,QE,VIOORB-Viola orbiculata,3,,,
2015,478,SHRI-501,QE,CLIUNI-Clintonia uniflora,3,,,
2015,479,SHRI-501,QE,FRAVES-Fragaria vesca,T,,,
2015,480,SHRI-501,QE,GALTRI-Galium triflorum,T,,,
2015,481,SHRI-501,QE,ACHTRI-Achlys triphylla,4,,,
2015,482,SHRI-501,QE,ACECIR-Acer circinatum,5,,,
2015,483,SHRI-501,QE,MAHNER-Mahonia nervosa,20,,,
2015,484,SHRI-501,QE,CLIUNI-Clintonia uniflora,4,,,
2015,485,SHRI-501,QE,RUBURS-Rubus ursinus,1,,,
2015,486,SHRI-501,QS,RUBURS-Rubus ursinus,3,,,
2015,487,SHRI-501,QS,TRILAT-Trientalis latifolia,T,,,
2015,488,SHRI-501,QS,CHIMEN-Chimaphila menziesii,1,,,
2015,489,SHRI-501,QS,CLIUNI-Clintonia uniflora,3,,,
2015,490,SHRI-501,QS,MAHNER-Mahonia nervosa,T,,,
2015,491,SHRI-501,QS,ACHTRI-Achlys triphylla,4,,,
2015,492,SHRI-501,QS,MOEMAC-Moehringia macrophylla,T,,,
2015,493,SHRI-501,QS,GALTRI-Galium triflorum,4,,,
2015,494,SHRI-501,QS,GALORE-Galium oreganum,T,,,
